character,traditional_character,alternate_characters,pinyin,definition,hsk_level,frequency
顓,,,zhuān,"good, honest; simple; respectful",,8369
飐,颭,颭,zhǎn,sway in wind,,8370
稆,穭,穭,lǚ,wild grain,,8371
駳,,,dàn,,,8372
騽,,,xí,,,8373
骍,騂,騂,xīng,"red, brown, bay; neat, harmonious",,8374
筻,,,gàng,place name in Hunan province,,8375
魱,,,hú,,,8376
舣,艤,艤,yǐ,to moor a boat to the bank,,8377
鮾,,,něi,,,8378
鯋,,,shā,shark,,8379
鯏,,,li,dialect name for a (bad tasting) blood clam,,8380
鶃,,,yì,hawk; Ardea cinerea,,8381
鶫,,,dong,thrush; Turdus naumanni,,8382
齛,,,xiè,,,8383
矙,,,kàn,view,,8384
絾,,,chéng,,,8385
袗,,,zhěn,unlined garments; hem of garment,,8386
襬,,,bǎi,lower part of a robe,,8387
漤,,,lǎn,marinate in salt,,8388
闕,,,què,watch tower; palace,,8389
鬐,,,qí,,,8390
鲾,鰏,鰏,bī,,,8391
鴾,,,móu,a crested ibis,,8392
稭,,,jiē,"stalk of grain, rice, corn, hemp",,8393
籄,,,kuì,a basket for carrying earth,,8394
聺,,,qié,,,8395
褹,,,yì,,,8396
訟,,,sòng,"accuse; argue, dispute; litigate",,8397
鏕,,,lù,,,8398
齆,,,wèng,stuffed nose,,8399
盫,,,ān,,,8400
矎,,,xuān,,,8401
礋,,,zé,,,8402
窌,,,jiào,"pit, vault; store in pit",,8403
簼,,,lóng,,,8404
糴,,,dí,purchase grains; store grain,,8405
纴,紝,紝,rèn,"weave, lay warp",,8406
罵,,,mà,"accuse, blame, curse, scold",,8407
翚,翬,翬,huī,,,8408
耰,,,yōu,toothless rake for drawing earth over newly sown grain,,8409
艧,,,huò,,,8410
藇,,,xù,fine,,8411
虖,,,hū,to cry; to shout; to howl,,8412
蚖,,,yuán,,,8413
蜎,,,yuān,mosquito larva,,8414
蜨,,,dié,butterfly,,8415
蠭,,,fēng,"bees, hornets, wasps",,8416
詟,讋,讋,zhé,fear; envy; loquacious,,8417
詵,,,shēn,"inquire, question; numerous",,8418
譔,,,zhuàn,"eulogize; compose, write",,8419
豭,,,jiā,"boar, male pig",,8420
趙,,,zhào,surname; ancient state,,8421
趬,,,qiāo,,,8422
阢,,,wù,,,8423
圊,,,qīng,rest room,,8424
醃,,,yān,"marinate, pickle; salt",,8425
録,,,lù,copy,,8426
鍮,,,tōu,brass,,8427
鍸,,,hú,"food, gruel",,8428
闚,,,kuī,flash; flashing; steal look,,8429
阤,,,zhì,hill,,8430
霫,,,xí,heavy rain,,8431
鞎,,,hén,,,8432
韗,,,yùn,,,8433
鬖,,,sān,wild hair,,8434
鳠,鱯,鱯,hù,,,8435
鴼,,,luò,,,8436
鷇,,,kòu,"chicks, fledglings",,8437
黇,,,tiān,,,8438
黡,黶,黶,yǎn,"mole, scar, blemish",,8439
齣,,,chū,"act; stanza; time, occasion",,8440
盞,,,zhǎn,"small cup or container; classifier for lamps, etc.",,8441
眅,,,pān,inlay; border,,8442
磈,,,wěi,,,8443
磳,,,zēng,,,8444
穫,,,huò,"harvest, cut grain",,8445
窅,,,yǎo,"far, deep; sunken eyes; sad",,8446
窾,,,kuǎn,hole; hallow; empty,,8447
筭,,,suàn,"an ancient device for working with numbers; count, calculate, figure",,8448
箣,,,cè,,,8449
簃,,,yí,side room,,8450
簺,,,sài,,,8451
粴,,,lǐ,,,8452
糦,,,xī,,,8453
絟,,,quán,,,8454
緺,,,guā,,,8455
縩,,,cài,,,8456
罍,,,léi,large earthenware wine jar,,8457
翣,,,shà,feathers used decorate coffin; large wooden fan,,8458
聟,,,xù,son-in-law; husband,,8459
肊,,,yì,,,8460
肙,,,yuàn,a small worm; to twist; to surround; empty,,8461
肞,,,chā,,,8462
臞,,,qú,,,8463
苶,,,nié,weary; tired,,8464
菭,,,tái,,,8465
葖,,,tū,,,8466
蕳,,,jiān,agueweed,,8467
蚒,,,tóng,"(Cant.) an edible snake, lizard",,8468
蜪,,,táo,,,8469
蝕,,,shí,nibble away; erode; eclipse,,8470
蠜,,,fán,grasshopper,,8471
袕,,,xué,,,8472
裋,,,shù,cotton clothes of a boy servant,,8473
裩,,,kūn,,,8474
褌,,,kūn,"trousers, pants, shorts, drawers",,8475
褎,,,xiù,sleeve; ample flowing robes,,8476
襫,,,shì,raincoat,,8477
覈,,,hé,"investigate, consider, examine",,8478
觭,,,jī,one turning up and one turning down,,8479
訆,,,jiào,,,8480
訏,,,xū,"boast, exaggerate; great, broad",,8481
訽,,,gòu,blame,,8482
詨,,,xiào,"kind of cicada, cosmopsaltria",,8483
譻,,,yīng,,,8484
诇,詗,詗,xiòng,to spy; to give information; shrewd,,8485
貑,,,jiā,,,8486
跱,,,zhì,stop,,8487
坶,,,mǔ,,,8488
躘,,,lóng,to walk,,8489
輖,,,zhōu,,,8490
轇,,,jiāo,"complicated, confused; dispute",,8491
轋,,,hún,,,8492
轕,,,gé,great array of spears and chariots,,8493
迒,,,háng,,,8494
郘,,,lǘ,,,8495
醄,,,táo,,,8496
醼,,,yàn,,,8497
鋋,,,chán,,,8498
鏁,,,suǒ,variant of,,8499
鏭,,,xī,,,8500
鐄,,,huáng,bell,,8501
鑣,,,biāo,"bit, bridle; ride",,8502
鑷,,,niè,"tweezers, forceps, pincers",,8503
辁,輇,輇,quán,cart wheel with no spokes,,8504
阸,,,è,distress; difficulty,,8505
牿,,,gù,,,8506
鞝,,,shàng,the piece of leather used for soles on Chinese shoes. a patch,,8507
頞,,,è,(nose) bridge,,8508
瞵,,,lín,to stare at,,8509
饤,飣,飣,dìng,display food for show only; sacrifice,,8510
駃,,,jué,gallop,,8511
駉,,,jiōng,big,,8512
騠,,,tí,"a horse, mule",,8513
驡,,,lóng,,,8514
髪,,,fà,hair,,8515
鬚,,,xū,"beard, whiskers; whisker-like",,8516
鬿,,,qí,,,8517
鮌,,,gǔn,,,8518
鯁,,,gěng,"fish bones; honest, upright",,8519
鱻,,,xiān,"fresh, new, delicious; rare, few",,8520
鶚,,,è,"osprey, fishhawk; Pandion haliaetus",,8521
鷫,,,sù,turquoise kingfisher,,8522
鹖,鶡,鶡,hé,"crossbill, species of nightingale",,8523
磩,,,qì,,,8524
磭,,,chuò,,,8525
稌,,,tú,glutinous rice,,8526
穃,,,rong,,,8527
綂,,,tǒng,"govern, command, control; unite",,8528
膥,,,chūn,(Cant.) eggs of birds or reptiles; testicles,,8529
膱,,,zhí,,,8530
臿,,,chā,to separate the grain from the husk,,8531
艎,,,huáng,fast boat,,8532
苃,,,yǒu,,,8533
茍,,,jì,"to be circumspect, cautious in ones behaviour (distinguish DKW 30790 gou3)",,8534
蒟,,,jǔ,betel pepper; Amorphophallus konjac,,8535
藣,,,bēi,,,8536
虈,,,xiāo,,,8537
蜐,,,jié,,,8538
訅,,,qiú,,,8539
詭,,,guǐ,"deceive, cheat, defraud; sly",,8540
讈,,,lì,,,8541
貿,,,mào,"trade, barter; mixed; rashly",,8542
趷,,,kē,to jolt; (Cant.) to raise up; block,,8543
蹌,,,qiāng,walk rapidly,,8544
蹹,,,tá,to tread on; to stamp; to walk,,8545
鈰,,,shì,cerium,,8546
銑,,,xiǎn,mill,,8547
鋫,,,lí,,,8548
鍔,,,è,"high, lofty; edge of knife",,8549
鐨,,,fèi,fermium,,8550
餉,,,xiǎng,rations and pay for soldiers,,8551
騛,,,fēi,,,8552
鯛,,,diāo,"pagrosomus major, porgy",,8553
鰤,,,shī,a yellowtail (fish),,8554
鳳,,,fèng,male phoenix; symbol of joy,,8555
鵂,,,xiū,"horned owl, scops chinensis; bird of ill omen",,8556
鶢,,,yuán,a bird which frequents the sea-shore,,8557
鶳,,,shī,,,8558
黋,,,kuàng,,,8559
齢,,,líng,age; years,,8560
磚,,,zhuān,"tile, brick",,8561
緲,,,miǎo,"indistinct, dim; minute; distant",,8562
繳,,,jiǎo,"deliver, submit; hand over",,8563
聝,,,guó,to cut the left ears of the slain,,8564
膴,,,hū,fine,,8565
芵,,,jué,,,8566
藫,,,tán,,,8567
覓,,,mì,seek; search,,8568
誕,,,dàn,"to bear children, give birth; birth",,8569
誡,,,jiè,"warn, admonish; warning",,8570
貎,,,ní,lion; wild beast; wild horse,,8571
賄,,,huì,"bribe; bribes; riches, wealth",,8572
跰,,,pián,,,8573
踥,,,qiè,,,8574
迆,,,yí,wind; walk out of straight path,,8575
逕,,,jìng,"pass by, approach; direct",,8576
逤,,,suò,,,8577
鏢,,,biāo,"dart, spear, harpoon; escort",,8578
鏤,,,lòu,"carve, inlay, engrave, tattoo",,8579
鑄,,,zhù,"melt, cast; coin, mint",,8580
鑽,,,zuān,"drill, bore; pierce; diamond",,8581
頷,,,hàn,"chin, jowl; give nod",,8582
鴉,,,yā,"crow, raven; Corvus species (various)",,8583
鴰,,,guā,the crow,,8584
麅,,,páo,a small spotted deer found in north China,,8585
礱,,,lóng,"grind, sharpen; mill",,8586
祿,,,lù,"blessing, happiness, prosperity",,8587
缷,,,xiè,lay down; retire from office,,8588
虙,,,fú,,,8589
齗,,,yín,gums (of the teeth); to dispute,,8590
裓,,,gé,,,8591
铹,鐒,鐒,láo,lawrencium (Lr),,8592
睙,,,liè,,,8593
矟,,,shuò,lance,,8594
硣,,,xiāo,,,8595
磹,,,tán,,,8596
礀,,,jian,,,8597
禮,,,lǐ,social custom; manners; courtesy; rites,,8598
秶,,,zī,,,8599
窇,,,báo,,,8600
竷,,,kǎn,,,8601
笣,,,bāo,,,8602
篃,,,mèi,,,8603
簬,,,lù,,,8604
簯,,,qi,,,8605
粓,,,gān,,,8606
粶,,,lù,,,8607
紋,,,wén,"line, streak, stripe; wrinkle",,8608
紓,,,shū,"loosen, relax, relieve; extricate",,8609
絞,,,jiǎo,"twist, wring; intertwine; winch",,8610
緹,,,tí,"reddish color, red, brown",,8611
縷,,,lǚ,"thread; detailed, precise",,8612
縼,,,xuàn,,,8613
繆,,,móu,"wind around, bind; prepare",,8614
繕,,,shàn,"repair, mend; rewrite, transcribe",,8615
繚,,,liáo,"wind round, rap around, bind",,8616
繞,,,rào,entwine; wind around; surround,,8617
绤,綌,綌,xì,cloth,,8618
罆,,,guàn,"jar, jug, pitcher, pot",,8619
羈,,,jī,"halter; restrain, hold, control",,8620
翆,,,cuì,color green; kingfisher,,8621
翑,,,qú,,,8622
聵,,,kuì,deaf,,8623
脵,,,gǔ,"thighs, haunches, rump; share",,8624
臄,,,jué,palate,,8625
茽,,,zhòng,,,8626
莊,,,zhuāng,"village, hamlet; villa; surname",,8627
莢,,,jiá,pods of leguminous plants; pods,,8628
莵,,,tu,dodder; creeper,,8629
菕,,,lún,,,8630
蓛,,,cè,,,8631
蓷,,,tuī,"motherwort, various plants of the genus Leonurus, such as L. sibiricus and L. artemesia",,8632
蓸,,,cáo,,,8633
蔘,,,shēn,ginseng; huge,,8634
蔞,,,lóu,Artemisia stelleriana,,8635
蕘,,,ráo,"fuel, firewood; stubble",,8636
蕼,,,sì,,,8637
薔,,,qiáng,rose,,8638
藖,,,xián,,,8639
藢,,,zhǐ,,,8640
藶,,,lì,a kind of plant,,8641
蛢,,,píng,,,8642
蟯,,,náo,worms,,8643
蠄,,,qín,(Cant.),,8644
蠈,,,zéi,,,8645
蠎,,,mǎng,"python, boa constrictor",,8646
蠣,,,lì,oyster,,8647
襪,,,wà,"socks, stockings",,8648
覙,,,luó,explain in detail,,8649
訑,,,yí,"deceive, cheat; arrogant",,8650
訣,,,jué,"take leave of, bid farewell",,8651
詰,,,jié,"question, interrogate",,8652
詸,,,mí,,,8653
誰,,,shuí,who? whom? whose? anyone?,,8654
諏,,,zōu,"consult, confer; select, choose",,8655
諛,,,yú,"flatter, truckle",,8656
諮,,,zī,"consult, confer; communicate in",,8657
諱,,,huì,conceal; shun; regard as taboo,,8658
謥,,,còng,,,8659
謨,,,mó,"scheme, plan; plan; be without",,8660
譫,,,zhān,talkative; incoherent talk,,8661
貋,,,hàn,,,8662
貛,,,huān,badger,,8663
貫,,,guàn,a string of 1000 coins; to go through,,8664
賓,,,bīn,"guest, visitor; surname; submit",,8665
賞,,,shǎng,"reward, grant, bestow; appreciate",,8666
贁,,,bài,to defeat to spoil or be spoiled; to corrupt or be corrupted,,8667
贂,,,chěn,,,8668
贉,,,dàn,earnest money; silk label on books,,8669
趤,,,dàng,,,8670
趯,,,tì,jump,,8671
趶,,,kù,,,8672
跔,,,jū,numb feet; to limp,,8673
踴,,,yǒng,"leap, jump",,8674
蹆,,,tuǐ,(Cant.) to move in a straight line,,8675
塥,,,gé,,,8676
輝,,,huī,"brightness, luster, brilliance",,8677
輰,,,yáng,,,8678
輿,,,yú,"cart, palanquin; public opinion",,8679
轂,,,gǔ,hub of wheel,,8680
邁,,,mài,take a big stride; pass by,,8681
邼,,,kuāng,,,8682
釟,,,bā,,,8683
釠,,,luàn,,,8684
釣,,,diào,"fish; fishhook; tempt, lure",,8685
鈉,,,nà,"sodium, natrium; sharpen wood",,8686
鈴,,,líng,bell,,8687
鈺,,,yù,rare treasure,,8688
鉂,,,shǐ,,,8689
銊,,,xù,,,8690
銘,,,míng,"inscribe, engrave; unforgettably",,8691
鋤,,,chú,hoe; eradicate,,8692
鋭,,,ruì,sharp,,8693
錃,,,bēi,,,8694
錈,,,juǎn,to bend iron,,8695
漭,,,mǎng,vast; expansive,,8696
錨,,,máo,anchor,,8697
鍤,,,chā,"spade, shovel; marking pin",,8698
鏆,,,guàn,,,8699
鐖,,,jī,,,8700
鐧,,,jiān,kind of rapier,,8701
鐳,,,léi,radium,,8702
鑱,,,chán,"spade, trowel",,8703
鑾,,,luán,bells hung on horse; bells hung,,8704
镃,鎡,鎡,zī,hoe; mattock,,8705
閬,,,làng,"high door; high gate; high, lofty",,8706
閾,,,yù,"threshold; separated, confined",,8707
閿,,,wén,name of a district in Henan province,,8708
陜,,,xiá,narrow; mountain pass,,8709
陝,,,shǎn,mountain pass; Shaanxi province,,8710
霠,,,yīn,,,8711
鞏,,,gǒng,"bind; firm, secure, strong",,8712
鞖,,,suī,,,8713
韨,韍,韍,fú,a leather knee-pad worn during sacrifices,,8714
韼,,,péng,,,8715
韽,,,ān,,,8716
頒,,,bān,"confer, bestow; publish, promulgate",,8717
頤,,,yí,cheeks; jaw; chin; rear; to nourish,,8718
顛,,,diān,"top, peak, summit; upset",,8719
飳,,,tǒu,,,8720
飸,,,tāo,,,8721
餆,,,yáo,,,8722
館,,,guǎn,public building,,8723
饅,,,mán,steamed bread; steamed dumplings,,8724
駐,,,zhù,"to be stationed at, reside at; to stop",,8725
駡,,,mà,"accuse, blame, curse, scold",,8726
駷,,,sǒng,,,8727
騁,,,chěng,"gallop horse; hasten, hurry",,8728
騫,,,qiān,"raise, hold high; fly, soar",,8729
騷,,,sāo,"harass, bother, annoy, disturb, agitate; sad, grieved",,8730
騼,,,lù,,,8731
髕,,,bìn,kneecap,,8732
魜,,,rén,mermaid; manatee,,8733
鰫,,,yóng,,,8734
鱗,,,lín,fish scales,,8735
鱽,魛,魛,dāo,the mullet,,8736
鲬,鯒,鯒,yǒng,a flathead (fish),,8737
鴻,,,hóng,species of wild swan; vast,,8738
鶆,,,lái,,,8739
鶊,,,gēng,oriole,,8740
鷳,,,xián,"the silver pheasant, Lophura nycthemera",,8741
鷿,,,pì,a kind of bird resembling the duck; much smaller,,8742
鸁,,,luó,,,8743
麞,,,zhāng,"roebuck, Moschus chinloo",,8744
鼏,,,mì,cover of tripod caldron,,8745
鼜,,,qì,,,8746
鼫,,,shí,marmot; squirrel,,8747
齦,,,kěn,gums,,8748
䦂,䥇,䥇,shàn,(simplified form of,,8749
䲟,鮣,鮣,yìn,(simplified form of,,8750
䴓,鳾,鳾,shī,general term for a group of small birds,,8751
䴕,鴷,鴷,liè,a woodpecker,,8752
䶮,龑,龑,yǎn,,,8753
盬,,,gǔ,salt pit; leisure; pot; drink,,8754
祅,,,yāo,"calamities, disasters; ormazda",,8755
禡,,,mà,a sacrifice at the beginning of a military campaign or on the 2nd and 16th day of the lunar month,,8756
禭,,,suì,,,8757
糱,,,niè,fermenting grain; yeast,,8758
縂,,,zǒng,"collect; overall, altogether",,8759
蠥,,,niè,,,8760
軷,,,bá,sacrifice,,8761
鄮,,,mào,,,8762
釱,,,dì,fetters; to fetter,,8763
銦,,,yīn,indium,,8764
錣,,,zhuì,armor neckplates,,8765
鑢,,,lǜ,"file, rasp; file; polish; (Cant.) to cut",,8766
钑,鈒,鈒,jí,spear,,8767
饟,,,xiǎng,rations and pay for soldiers; dried rice,,8768
鯅,,,shān,,,8769
鼊,,,bì,,,8770
䴖,鶄,鶄,jīng,a kind of water bird,,8771
簫,,,xiāo,"musical instrument like pan-pipes, bamboo flute",,8772
粛,,,sù,pay respects; reverently,,8773
粻,,,zhāng,provisions,,8774
饈,,,xiū,"food, meal; eat; offer",,8775
盌,,,wǎn,"bowl, basin, cup",,8776
瞂,,,fá,,,8777
鋅,,,xīn,zincum,,8778
靮,,,dí,bridle,,8779
盨,,,xǔ,,,8780
県,,,xiàn,"county, district, subdivision",,8781
箥,,,bǒ,,,8782
簕,,,lè,(Cant.) thorn,,8783
臖,,,xìng,,,8784
鎔,,,róng,"fuse, melt, smelt; mold",,8785
鏐,,,liú,pure gold,,8786
顔,,,yán,"face, facial appearance",,8787
盿,,,mín,,,8788
萵,,,wō,lettuce,,8789
蔊,,,hǎn,,,8790
覥,,,tiǎn,ashamed,,8791
貲,,,zī,property; wealth; to count,,8792
驢,,,lǘ,"donkey, ass",,8793
鶸,,,ruò,light yellowish-green,,8794
磑,,,wéi,stone mill; grind; break apart,,8795
窎,窵,窵,diào,deep; distant,,8796
詒,,,yí,"bequeath, pass on to future generations",,8797
鉔,,,zā,,,8798
鏱,,,zhang,,,8799
隺,,,hú,a bird flying high ambition,,8800
饜,,,yàn,,,8801
荘,,,zhuāng,"village, hamlet; villa; surname",,8802
蒻,,,ruò,rushes,,8803
蔴,,,má,hemp; sesame; applied to other plants furnishing textile fibres,,8804
裛,,,yì,to wrap and bind; damp; a book bag,,8805
鈙,,,qín,,,8806
鎋,,,xiá,the linch-pin of a wheel to govern or control the noise of a barrow,,8807
鑀,,,ài,ionium,,8808
髴,,,fú,disheveled hair; similar to,,8809
鴓,,,miè,,,8810
鸴,鷽,鷽,xué,"oriental bullfinch, weaver bird; Pyrrhula species (various)",,8811
黿,,,yuán,"large turtle, sea turtle",,8812
秹,,,rěn,,,8813
茢,,,liè,sedges; rushes,,8814
蘁,,,wù,,,8815
蚑,,,qí,tip-toe,,8816
鏻,,,lín,phosphonium,,8817
霤,,,liù,drip; rain-water catcher,,8818
霩,,,kuò,,,8819
頺,,,tuí,,,8820
餚,,,yáo,prepared meat; food,,8821
鯂,,,su,,,8822
籔,,,sǒu,bamboo basket,,8823
蕁,,,qián,nettle,,8824
蘘,,,ráng,a kind of wild ginger,,8825
雑,,,zá,"mixed, blended; mix, mingle",,8826
鬶,鬹,鬹,guī,,,8827
鯵,,,shēn,,,8828
鰧,,,téng,,,8829
鱂,,,jiāng,name of fish,,8830
鳂,鰃,鰃,wēi,name of fish,,8831
鵟,,,kuáng,,,8832
盠,,,lí,,,8833
盳,,,wàng,,,8834
盽,,,fēng,,,8835
眃,,,yún,,,8836
眏,,,yāng,,,8837
睧,,,hūn,dull vision,,8838
硄,,,kuāng,,,8839
碔,,,wǔ,1/2 pr stone,,8840
碦,,,kè,,,8841
碸,,,fēng,an organic compound,,8842
磃,,,sī,,,8843
礘,,,è,,,8844
礮,,,pào,"ancient ballista for throwing heavy stones a cannon, a gun",,8845
祘,,,suàn,to calculate,,8846
禤,,,xuān,surname Xuan,,8847
秌,,,qiū,(same as,,8848
秙,,,kù,,,8849
秢,,,líng,,,8850
稧,,,xì,,,8851
稬,,,nuò,"glutinous, sticky",,8852
稲,,,dào,"rice growing in field, rice plant",,8853
稸,,,xù,,,8854
穜,,,zhǒng,rice,,8855
竒,,,qí,"strange, unusual, uncanny, occult",,8856
筶,,,gào,,,8857
篬,,,qiāng,,,8858
籒,,,zhòu,,,8859
籜,,,tuò,"bamboo sheath, bamboo shoots",,8860
籞,,,yù,a fence,,8861
籶,,,shēn,,,8862
糂,,,sǎn,,,8863
糉,,,zòng,dumpling made of glutinous rice,,8864
綡,,,liáng,,,8865
綶,,,guǒ,,,8866
緄,,,gǔn,cord; woven belt; hem; hemming,,8867
緗,,,xiāng,light-yellow color,,8868
緼,縕,縕,yùn,variant of,,8869
縁,,,yuán,hem,,8870
縋,,,zhuì,climb down rope; hang by rope,,8871
縞,,,gǎo,white raw silk,,8872
繤,,,zuǎn,edit,,8873
繧,,,yun,,,8874
繬,,,sè,,,8875
纃,,,qí,,,8876
纉,,,zuǎn,,,8877
纒,,,chán,"wrap, wind around; tie, bind",,8878
纗,,,zuī,,,8879
罯,,,ǎn,,,8880
羀,,,liǔ,fishing trap,,8881
耴,,,yì,,,8882
肍,,,qiú,,,8883
腨,,,shuàn,,,8884
膗,,,chuái,ugly and fat; too fat to move,,8885
膟,,,lǜ,fat,,8886
舦,,,tài,(Cant.) rudder,,8887
艊,,,bó,,,8888
菄,,,dōng,,,8889
葾,,,yuān,(Cant.) a bad smell,,8890
蒕,,,yūn,,,8891
蒘,,,rú,,,8892
蒧,,,diǎn,,,8893
蓃,,,sōu,,,8894
蓆,,,xí,"straw mat, mat",,8895
蔱,,,shā,,,8896
蘔,,,jiōng,,,8897
蟨,,,jué,the Siberian jerboa,,8898
蠪,,,lóng,,,8899
襖,,,ǎo,"outer garments; coat, jacket",,8900
誇,,,kuā,"exaggerate; brag, boast; flaunt",,8901
謟,,,tāo,"flatter; suspect, be uncertain",,8902
讙,,,huān,"cheer; noise, noisy",,8903
谽,,,hān,a mouth or opening,,8904
踨,,,zōng,,,8905
躉,,,dǔn,sell or buy wholesale; store,,8906
躱,,,duǒ,hide,,8907
輗,,,ní,the cross-bar at the end of a carriage pole; linchpin of a large carriage,,8908
釔,,,yǐ,yttrium,,8909
鋕,,,zhì,engrave,,8910
鎚,,,chuí,"hammer, mallet; club",,8911
韆,,,qiān,swing,,8912
鯶,,,hǔn,,,8913
鳋,鰠,鰠,sāo,carp,,8914
鹒,鶊,鶊,gēng,oriole,,8915
篭,,,lóng,cage; cage-like basket,,8916
縜,,,yún,,,8917
腣,,,dì,,,8918
赲,,,lì,,,8919
馻,,,yǔn,,,8920
磞,,,pēng,,,8921
睕,,,wǎn,,,8922
瞜,,,lōu,to see; to look at; to observe,,8923
碠,,,dìng,,,8924
磽,,,qiāo,barren land; sandy soil,,8925
簘,,,xiāo,"musical instrument like pan-pipes, bamboo flute",,8926
腃,,,kuì,,,8927
腵,,,jiā,,,8928
蓳,,,jǐn,,,8929
覇,,,bà,rule by might rather than right,,8930
醱,,,fā,to brew for the second time,,8931
銝,,,xiū,,,8932
巛,,,chuān,river; KangXi radical 47,,8933
鐴,,,bì,,,8934
鑵,,,guàn,jar; can,,8935
隩,,,ào,"profound, subtle; warm",,8936
颺,,,yáng,"soar, fly, float; scatter",,8937
飮,,,yǐn,drink; swallow; kind of drink,,8938
飰,,,fàn,,,8939
餇,,,tóng,food,,8940
饐,,,yì,"spoiled, rotten, sour",,8941
痃,,,xuán,"indigestion; buboes, lymphatic inflammation",,8942
駞,,,tuó,camel,,8943
鴜,,,cí,,,8944
㳠,澾,澾,tà,(simplified form of,,8945
䁖,瞜,瞜,lōu,to see; to look at; to observe,,8946
睅,,,hàn,big-eyed,,8947
睍,,,xiàn,to look at fearfully; overly cautious,,8948
碭,,,dàng,brilliantly colored stone with veined patterns in it,,8949
碽,,,gōng,,,8950
磸,,,dìng,,,8951
礉,,,hé,,,8952
礽,,,réng,"blessings, happiness",,8953
祾,,,líng,,,8954
禌,,,zī,,,8955
筥,,,jǔ,round-shaped bamboo basket for holding rice,,8956
簴,,,jù,,,8957
紣,,,cuì,,,8958
絍,,,rèn,to lay the warp; to weave,,8959
縆,緪,緪,gēng,a rope,,8960
繀,,,suì,,,8961
繃,,,běng,"bind, draw firmly, strap",,8962
羕,,,yàng,,,8963
羵,,,fén,spirit,,8964
耇,,,gǒu,wrinkled face of the elderly,,8965
聫,,,lián,"connect, join; associate, ally",,8966
脗,,,wěn,"coinciding, agreeing",,8967
臯,,,gāo,"to praise; to bless high; eminent; (Cant.) a marsh, pool",,8968
艁,,,zào,,,8969
艂,,,féng,,,8970
茞,,,chén,fragrant plant; angelica,,8971
葨,,,wēi,,,8972
蒄,,,guān,,,8973
蒭,,,chú,to cut grass; hay; fodder,,8974
薂,,,xí,,,8975
藯,,,wèi,,,8976
蜆,,,xiàn,a variety of bivalves,,8977
螑,,,xiù,,,8978
蟼,,,jǐng,,,8979
衟,,,dào,,,8980
褑,,,yuàn,,,8981
褠,,,gōu,,,8982
訐,,,jié,,,8983
訔,,,yín,,,8984
詖,,,bì,argue; biased; one-sided,,8985
詗,,,xiòng,to spy; to give information; shrewd,,8986
詪,,,hěn,difficulty in speaking; wrangling,,8987
諈,,,zhuì,,,8988
諑,,,zhuó,slander; gossip; rumors,,8989
讌,,,yàn,"a feast, banquet; to entertain, feast",,8990
豗,,,huī,clamour,,8991
豷,,,yì,,,8992
貗,,,jù,,,8993
貣,,,tè,,,8994
賯,,,xiōng,,,8995
贋,,,yàn,false; counterfeit; bogus; sham,,8996
冱,,,hù,"freezing; stopped up, closed off",,8997
輀,,,ér,hearse,,8998
蒈,,,kǎi,an organic compound,,8999
轓,,,fān,,,9000
迋,,,wàng,"travel, go to; deceive; scare",,9001
逓,,,dì,"hand over, deliver; substitute",,9002
鄺,,,kuàng,surname,,9003
酳,,,yìn,,,9004
鈪,,,è,(Cant.) bracelet; bangle,,9005
尜,,,gá,a child toy,,9006
鐐,,,liáo,fetters,,9007
轷,軤,軤,hū,surname,,9008
霘,,,dòng,,,9009
鞄,,,páo,to work hides; leather bag,,9010
騧,,,guā,tan or piebald horse,,9011
髽,,,zhuā,to dress the hair,,9012
魣,,,xù,,,9013
鯀,,,gǔn,giant fish; father of the emperor Yu,,9014
鰰,,,shen,,,9015
鴹,,,yáng,,,9016
鼪,,,shēng,weasel,,9017
龔,,,gōng,"give, present; reverential",,9018
秊,,,,,,9019
䴔,鵁,鵁,jiāo,the fishing cormorant,,9020
眮,,,tóng,,,9021
笀,,,máng,,,9022
籣,,,lán,bow case,,9023
藑,,,qióng,,,9024
垲,塏,塏,kǎi,high and dry place,,9025
鍳,,,jiàn,,,9026
鵬,,,péng,fabulous bird of enormous size,,9027
禔,,,zhī,happiness; peace; good fortune,,9028
穯,,,se,,,9029
茿,,,zhú,,,9030
莂,,,bié,,,9031
薃,,,hào,,,9032
襛,,,nóng,fine clothes,,9033
谻,,,jí,,,9034
賚,,,lài,"give, present, confer; surname",,9035
魳,,,zā,a barracuda,,9036
鵄,,,zhī,variant of,,9037
㭎,棡,棡,gāng,(simplified form of,,9038
穄,,,jì,panicled millet,,9039
穵,,,wā,"deep hollow;, gouge, dig out",,9040
篛,,,ruò,cuticle of bamboo plant,,9041
簑,,,suō,a coat raincoat,,9042
絭,,,juàn,,,9043
緅,,,zōu,silk of purplish color,,9044
緍,,,mín,variant of,,9045
罇,,,zūn,"a goblet; a bottle, a wine-jar",,9046
耑,,,duān,specialized; concentrated,,9047
艒,,,mù,,,9048
豠,,,chú,,,9049
蹎,,,diān,,,9050
辢,,,là,"bitter, pungent, acrid",,9051
醻,,,chóu,"to pledge, thank",,9052
鐍,,,jué,hasp of a lock,,9053
鑮,,,bó,,,9054
闍,,,dū,tower over city gate,,9055
頳,,,chēng,red,,9056
驈,,,yù,black horses,,9057
髲,,,bì,a wig,,9058
鱮,,,xù,silver carp (Hypophthalmichthys molitrix); bream; (Cant.),,9059
麰,,,móu,barley,,9060
